CEF,Central Fund of Canada Limited Common Stock
CEFL,ETRACS Monthly Pay 2X Leveraged Closed-End Fund ETN
CEL,"Cellcom Israel, Ltd. Ordinary Shares"
CELG,Celgene Corporation - Common Stock
CELP,"Cypress Energy Partners, L.P. Common Units representing limited partner interests"
CEM,ClearBridge Energy MLP Fund Inc. Common Stock
CEMB,iShares Emerging Markets Corporate Bond ETF
CEMI,"Chembio Diagnostics, Inc. - Common Stock"
CEMP,"Cempra, Inc. - Common Stock"
CEN,Center Coast MLP & Infrastructure Fund Common Shares of Beneficial Interest
CENT,Central Garden & Pet Company - Common Stock
CENX,Century Aluminum Company - Common Stock
CEO,CNOOC Limited Common Stock
CEP,"Constellation Energy Partners, LLC Common Stock"
CEQP,Crestwood Equity Partners LP
CERE,"Ceres, Inc. - Common Stock"
CERN,Cerner Corporation - Common Stock
CERS,Cerus Corporation - Common Stock
CET,Central Securities Corporation Common Stock
CETV,Central European Media Enterprises Ltd. - Class A Common Stock
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest
CEVA,"CEVA, Inc. - Common Stock"
CEW,WisdomTree Emerging Currency Strategy Fund
CF,"CF Industries Holdings, Inc. Common Stock"
CFBK,Central Federal Corporation - Common Stock
CFD,Nuveen Diversified Commodity Fund Common Units of Beneficial Interest
CFFI,C&F Financial Corporation - Common Stock
CFFN,"Capitol Federal Financial, Inc. - Common Stock"
CFI,"Culp, Inc. Common Stock"
CFN,CareFusion Corporation Common Stock
CFNB,California First National Bancorp - Common Stock
CFNL,Cardinal Financial Corporation - Common Stock
CFP,Cornerstone Progressive Return Fund Common Shares of beneficial interest
CFR,"Cullen/Frost Bankers, Inc. Common Stock"
CFT,iShares Credit Bond ETF
CFX,Colfax Corporation Common Stock
CG,The Carlyle Group L.P. - Common Units
CGA,"China Green Agriculture, Inc. Common Stock"
CGEN,Compugen Ltd. - Ordinary Shares
CGG,CGG
CGI,"Celadon Group, Inc. Common Stock"
CGIX,"Cancer Genetics, Inc. - Common Stock"
CGNX,Cognex Corporation - Common Stock
CGO,Calamos Global Total Return Fund - Common Stock
CGW,Guggenheim S&P Global Water
CH,"Aberdeen Chile Fund, Inc. (The) Common Stock"
CHA,China Telecom Corp Ltd ADS
CHC,China Hydroelectric Corporation American Depositary Share (Each representing three Ordinary Shares)
CHCI,"Comstock Holding Companies, Inc. - Class A Common Stock"
CHCO,City Holding Company - Common Stock
CHD,"Church & Dwight Company, Inc. Common Stock"
CHDN,"Churchill Downs, Incorporated - Common Stock"
CHDX,"Chindex International, Inc. - Common Stock"
CHE,Chemed Corp
CHEF,"The Chefs' Warehouse, Inc. - Common Stock"
CHEP,QuantShares U.S. Market Neutral Value Fund ETF
CHEV,Cheviot Financial Corp - Common Stock
CHFC,Chemical Financial Corporation - Common Stock
CHFN,Charter Financial Corp. - Common Stock
CHGG,"Chegg, Inc. Common Stock"
CHGS,"China GengSheng Minerals, Inc. Common Stock"
CHH,"Choice Hotels International, Inc. Common Stock"
CHI,Calamos Convertible Opportunities and Income Fund - Common Stock
CHIE,Global X China Energy ETF
CHII,Global X China Industrials ETF
CHIM,Global X China Materials ETF
CHIQ,Global X China Consumer ETF
CHIX,Global X China Financials ETF
CHK,Chesapeake Energy Corporation Common Stock
CHKE,Cherokee Inc. - Common Stock
CHKP,Check Point Software Technologies Ltd. - Ordinary Shares
CHKR,Chesapeake Granite Wash Trust Common Units representing beneficial interests in the Trust
CHL,China Mobile Limited Common Stock
CHLC,Market Vectors Renminbi Bond ETF
CHLN,"China Housing & Land Development, Inc. - Common Stock"
CHMG,Chemung Financial Corp - Common Stock
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock
CHMT,Chemtura Corp. Common Stock
CHN,"China Fund, Inc. (The) Common Stock"
CHNA,PowerShares China A-Share Portfolio
CHNR,"China Natural Resources, Inc. - Common Stock"
CHOC,iPath Pure Beta Cocoa ETN
CHOP,China Gerui Advanced Materials Group Limited - Ordinary Shares
CHRM,Charm Communications Inc. - American Depositary Shares representing 2 Class A Ordinary Shares
CHRW,"C.H. Robinson Worldwide, Inc. - Common Stock"
CHS,"Chico's FAS, Inc. Common Stock"
CHSP,Chesapeake Lodging Trust Common Shares of Beneficial Interest
CHT,"Chunghwa Telecom Co., Ltd."
CHTP,"Chelsea Therapeutics International, Ltd. - Common Stock"
CHTR,"Charter Communications, Inc. - Class A Common Stock"
CHU,China Unicom (Hong Kong) Ltd Common Stock
CHUY,"Chuy's Holdings, Inc. - Common Stock"
CHW,Calamos Global Dynamic Income Fund - Common Stock
CHXF,WisdomTree China Dividend Ex-Financials Fund
CHXX,EGShares China Infrastructure ETF
CHY,Calamos Convertible and High Income Fund - Common Stock
CHYR,ChyronHego Corporation - Common Stock
CI,Cigna Corporation Common Stock
CIB,BanColombia S.A. Common Stock
CIDM,Cinedigm Corp - Class A Common Stock
CIE,"Cobalt International Energy, Inc. COBALT INTERNATIONAL ENERGY, INC."
CIEN,Ciena Corporation Common Stock
CIF,MFS Intermediate High Income Fund Common Stock
CIFC,CIFC Corp. - Common Stock
CIG,Comp En De Mn Cemig ADS American Depositary Shares
CII,"Blackrock Capital and Income Fund, Inc."
CIK,"Credit Suisse Asset Management Income Fund, Inc. Common Stock"
CIM,Chimera Investment Corporation Common Stock
CIMT,"Cimatron, Limited - Ordinary Shares"
CINF,Cincinnati Financial Corporation - Common Stock
CIR,"CIRCOR International, Inc. Common Stock"
CIS,Camelot Information Systems American Depositary Shares
CISG,"CNinsure Inc. - American depositary shares, each representing 20 ordinary shares"
CIT,CIT Group Inc (DEL) Common Stock
CIU,iShares Intermediate Credit Bond ETF
CIX,CompX International Inc. Common Stock
CIZN,Citizens Holding Company - Common Stock
CJES,"C&J Energy Services, Inc. Common Stock"
CJJD,"China Jo-Jo Drugstores, Inc. - Common Stock"
CKEC,"Carmike Cinemas, Inc. - Common Stock"
CKH,SEACOR Holdings Inc. Common Stock
CKP,"Checkpoint Systms, Inc. Common Stock"
CKSW,ClickSoftware Technologies Ltd. - Ordinary Shares
CKX,"CKX Lands, Inc. Common Stock"
CL,Colgate-Palmolive Company Common Stock
CLAC,Capitol Acquisition Corp. II - Common Stock
CLB,Core Laboratories N.V. Common Stock
CLBH,Carolina Bank Holdings Inc. - Common Stock
CLC,CLARCOR Inc. Common Stock
CLCT,"Collectors Universe, Inc. - Common Stock"
CLD,Cloud Peak Energy Inc Common Stock
CLDN,Celladon Corporation - Common Stock
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest
CLDX,"Celldex Therapeutics, Inc. - Common Stock"
CLF,Cliffs Natural Resources Inc Common Stock
CLFD,"Clearfield, Inc. - Common Stock"
CLGX,"CoreLogic, Inc. Common Stock"
CLH,"Clean Harbors, Inc. Common Stock"
CLI,Mack-Cali Realty Corporation Common Stock
CLIR,ClearSign Combustion Corporation - Common Stock
CLM,"Cornerstone Strategic Value Fund, Inc. New Common Stock"
CLMS,"Calamos Asset Management, Inc. - Class A Common Stock"
CLMT,"Calumet Specialty Products Partners, L.P. - Common units representing limited partner interests"
CLNE,Clean Energy Fuels Corp. - Common Stock
CLNT,"Cleantech Solutions International, Inc. - Common Stock"
CLNY,"Colony Financial, Inc Common Stock"
CLR,"Continental Resources, Inc. Common Stock"
CLRO,"ClearOne, Inc. - Common Stock"
CLRX,"CollabRx, Inc. - Common Stock"
CLS,"Celestica, Inc. Common Stock"
CLSN,Celsion Corporation - Common Stock
CLTX,Celsus Therapeutics Plc - Amercan Depositary Shares
CLUB,"Town Sports International Holdings, Inc. - Common Stock"
CLV,Cliffs Natural Resources Inc. Depositary Shares Representing 1/40th Preferred Convertible Series A
CLVS,"Clovis Oncology, Inc. - Common Stock"
CLW,Clearwater Paper Corporation Common Stock
CLWT,Euro Tech Holdings Company Limited - Ordinary Shares
CLX,Clorox Company (The) Common Stock
CLY,iShares 10  Year Credit Bond ETF
CM,Canadian Imperial Bank of Commerce Common Stock
CMA,Comerica Incorporated Common Stock
CMBS,iShares CMBS Bond ETF
CMC,Commercial Metals Company Common Stock
CMCO,Columbus McKinnon Corporation - Common Stock
CMD,ProShares UltraShort DJ-AIG Commodity
CMDT,iShares Dow Jones-UBS Roll Select Commodity Index Trust
CME,CME Group Inc. - Class A Common Stock
CMF,iShares California AMT-Free Muni Bond ETF
CMFN,CM Finance Inc - Common Stock
CMG,"Chipotle Mexican Grill, Inc. Common Stock"
CMGE,China Mobile Games and Entertainment Group Limited - American Depositary Shares
CMI,Cummins Inc. Common Stock
CMK,MFS Intermarket Income Trust I Common Stock
CMLP,Crestwood Midstream Partners LP
CMLS,Cumulus Media Inc. - Common Stock
CMN,Cantel Medical Corp. Common Stock
CMO,Capstead Mortgage Corporation Common Stock
CMP,Compass Minerals Intl Inc Common Stock
CMRX,"Chimerix, Inc. - Common Stock"
CMS,CMS Energy Corporation Common Stock
CMSB,"CMS Bancorp, Inc. - common stock"
CMT,Core Molding Technologies Inc Common Stock
CMTL,Comtech Telecommunications Corp. - Common Stock
CMU,MFS Municipal Income Trust Common Stock
CNA,CNA Financial Corporation Common Stock
CNAT,Conatus Pharmaceuticals Inc. - Common Stock
CNBC,"Center Bancorp, Inc. - Common Stock"
CNC,Centene Corporation Common Stock
CNCE,"Concert Pharmaceuticals, Inc. - Common Stock"
CNCO,Cencosud S.A. American Depositary Shares (Each representing three Common Shares)
CNDA,IQ Canada Small Cap ETF
CNDO,"Coronado Biosciences, Inc. - Common Stock"
CNET,"ChinaNet Online Holdings, Inc. - Common Stock"
CNHI,CNH Industrial N.V. Common Shares
CNI,Canadian National Railway Company Common Stock
CNIT,"China Information Technology, Inc. - Ordinary Shares"
CNK,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock"
CNL,Cleco Corporation Common Stock
CNMD,CONMED Corporation - Common Stock
CNO,"CNO Financial Group, Inc. Common Stock"
CNOB,"ConnectOne Bancorp, Inc. - Common Stock"
CNP,"CenterPoint Energy, Inc (Holding Co) Common Stock"
CNPF,Global Canada Preferred ETF
CNQ,Canadian Natural Resources Limited Common Stock
CNQR,"Concur Technologies, Inc. - Common Stock"
CNR,China Metro-Rural Holdings Limited
CNS,Cohn & Steers Inc Common Stock
CNSI,Comverse Inc. - Common Stock
CNSL,"Consolidated Communications Holdings, Inc. - Common Stock"
CNTF,"China TechFaith Wireless Communication Technology Limited - American Depositary Shares, each representing 15 ordinary shares"
CNTY,"Century Casinos, Inc. - Common Stock"
CNVR,"Conversant, Inc. - Common Stock"
CNW,"Con-Way, Inc. Common Stock"
CNX,CONSOL Energy Inc. Common Stock
CNY,Market Vectors Chinese Renminbi/USD ETN
CNYD,"China Yida Holding, Co. - Common Stock"
CO,China Cord Blood Corporation Common Stock
COA,Coastal Contacts Inc - Ordinary Shares
COB,CommunityOne Bancorp - Common Stock
COBK,"Colonial Financial Services, Inc. - Common Stock"
COBO,ProShares USD Covered Bond
COBR,Cobra Electronics Corporation - Common Stock
COBZ,CoBiz Financial Inc. - Common Stock
COCO,"Corinthian Colleges, Inc. - Common Stock"
CODE,Spansion Inc Common Stock Class A New
CODI,Compass Diversified Holdings Shares of Beneficial Interest
COF,Capital One Financial Corporation Common Stock
COG,Cabot Oil & Gas Corporation Common Stock
COH,"Coach, Inc. Common Stock"
COHR,"Coherent, Inc. - Common Stock"
COHU,"Cohu, Inc. - Common Stock"
COKE,Coca-Cola Bottling Co. Consolidated - Common Stock
COL,"Rockwell Collins, Inc. Common Stock"
COLB,"Columbia Banking System, Inc. - Common Stock"
COLM,Columbia Sportswear Company - Common Stock
COLX,Market Vectors Colombia ETF
COMM,"CommScope Holding Company, Inc. - Common Stock"
CONE,CyrusOne Inc - Common Stock
CONN,"Conn's, Inc. - Common Stock"
COO,"Cooper Companies, Inc. (The) Common Stock"
COOL,Majesco Entertainment Company - Common Stock
COP,ConocoPhillips Common Stock
COPX,Global X Copper Miners ETF
COR,CoreSite Realty Corporation Common Stock
CORE,"Core-Mark Holding Company, Inc. - Common Stock"
CORN,Teucrium Corn Fund ETV
CORP,Pimco Investment Grade Corporate Bond Index Exchange-Traded Fund
CORR,"CorEnergy Infrastructure Trust, Inc. Common Stock"
CORT,Corcept Therapeutics Incorporated - Common Stock
COSI,"Cosi, Inc. - Common Stock"
COST,Costco Wholesale Corporation - Common Stock
COT,Cott Corporation Common Stock
COTY,Coty Inc. Class A Common Stock
COUP,Coupons.com Incorporated Common Stock
COV,Covidien plc. Ordinary Shares (Ireland)
COVR,Cover-All Technologies Inc. Common Stock
COVS,Covisint Corporation - Common Stock
COW,iPath Dow Jones UBS Livestock Total Return Sub-Index ETN
COWN,"Cowen Group, Inc. - Class A Common Stock"
CP,Canadian Pacific Railway Limited Common Stock
CPA,"Copa Holdings, S.A. Copa Holdings, S.A. Class A Common Stock"
CPAC,"Cementos Pacasmayo S.A.A. American Depositary Shares, each representing five Common Shares"
CPAH,CounterPath Corporation - Common Stock
CPB,Campbell Soup Company Common Stock
CPE,Callon Petroleum Company Common Stock
CPER,United States Copper Index Fund ETV
CPF,Central Pacific Financial Corp New
CPG,Crescent Point Energy Corporation Ordinary Shares (Canada)
CPGI,"China Shengda Packaging Group, Inc. - Common Stock"
CPHC,Canterbury Park Holding Corporation - Common Stock
CPHD,CEPHEID - Common Stock
CPHI,"China Pharma Holdings, Inc. Common Stock"
CPI,IQ Real Return ETF
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock
CPK,Chesapeake Utilities Corporation Common Stock
CPL,CPFL Energia S.A. CPFL Energia S.A. American Depositary Shares
CPLA,Capella Education Company - Common Stock
CPLP,Capital Product Partners L.P. - common units representing limited partner interests
CPN,Calpine Corporation Common Stock
CPRT,"Copart, Inc. - Common Stock"
CPRX,"Catalyst Pharmaceutical Partners, Inc. - Common Stock"
CPS,Cooper-Standard Holdings Inc. Common Stock
CPSI,"Computer Programs and Systems, Inc. - Common Stock"
CPSL,"China Precision Steel, Inc. - Common Stock"
CPSS,"Consumer Portfolio Services, Inc. - Common Stock"
CPST,Capstone Turbine Corporation - Common Stock
CPT,Camden Property Trust Common Stock
CPTA,Capitala Finance Corp. - Common Stock
CPWR,Compuware Corporation - Common Stock
CPXX,Celator Pharmaceuticals Inc. - Common Stock
CQB,"Chiquita Brands International, Inc. Common Stock New"
CQH,"Cheniere Energy Partners LP Holdings, LLC Common Shares"
CQP,"Cheniere Energy Partners, LP Cheniere Energy Partners, LP Common Units"
CQQQ,Guggenheim China Technology ETF
CR,Crane Company Common Stock
CRAI,"CRA International,Inc. - Common Stock"
CRAY,Cray Inc - Common Stock
CRBQ,Jefferies TR/J CRB Global Commodity Equity Index Fund
CRCM,"Care.com, Inc. Common Stock"
CRDC,"Cardica, Inc. - Common Stock"
CRDS,"Crossroads Systems, Inc. - Common Stock"
CREE,"Cree, Inc. - Common Stock"
CREG,China Recycling Energy Corporation - Common Stock
CRF,"Cornerstone Total Return Fund, Inc. (The) Mew Common Stock"
CRH,CRH PLC American Depositary Shares
CRI,"Carter's, Inc. Common Stock"
CRIS,"Curis, Inc. - Common Stock"
CRK,"Comstock Resources, Inc. Common Stock"
CRL,"Charles River Laboratories International, Inc. Common Stock"
CRM,Salesforce.com Inc Common Stock
CRMB,"Crumbs Bake Shop, Inc. - Common Stock"
CRMD,CorMedix Inc Common Stock
CRME,Cardiome Pharma Corporation - Ordinary Shares (Canada)
CRMT,"America's Car-Mart, Inc. - Common Stock"
CRNT,Ceragon Networks Ltd. - Ordinary Shares
CROC,ProShares UltraShort Australian Dollar
CROP,IQ Global Agribusiness Small Cap ETF
CROX,"Crocs, Inc. - Common Stock"
CRR,"Carbo Ceramics, Inc. Common Stock"
CRRC,Courier Corporation - Common Stock
CRRS,"Corporate Resource Services, Inc. - Common Stock"
CRS,Carpenter Technology Corporation Common Stock
CRT,Cross Timbers Royalty Trust Common Stock
CRTO,Criteo S.A. - American Depositary Shares
CRUD,Teucrium Crude Oil Fund Exchange Traded Fund
CRUS,"Cirrus Logic, Inc. - Common Stock"
CRV,"Coast Distribution System, Inc. (The) Common Stock"
CRVL,CorVel Corp. - Common Stock
CRVP,"Crystal Rock Holdings, Inc. Class A Common Stock"
CRWN,"Crown Media Holdings, Inc. - Class A Common Stock"
CRWS,"Crown Crafts, Inc. - Common Stock"
CRY,"CryoLife, Inc. Common Stock"
CRZO,"Carrizo Oil & Gas, Inc. - Common Stock"
CS,Credit Suisse Group American Depositary Shares
CSBK,"Clifton Savings Bancorp, Inc. - Common Stock"
CSC,Computer Sciences Corporation Common Stock
CSCB,Credit Suisse Commodity Benchmark ETN
CSCD,"Cascade Microtech, Inc. - Common Stock"
CSCO,"Cisco Systems, Inc. - Common Stock"
CSCR,Credit Suisse ommodity Rotation ETN
CSD,Guggenheim Spin-Off ETF
CSE,CapitalSource Inc Common Stock
CSFL,"CenterState Banks, Inc. - Common Stock"
CSG,Chambers Street Properties Common Shares of Beneficial Interest
CSGP,"CoStar Group, Inc. - Common Stock"
CSGS,"CSG Systems International, Inc. - Common Stock"
CSH,"Cash America International, Inc. Common Stock"
CSI,Cutwater Select Income Fund
CSII,"Cardiovascular Systems, Inc. - Common Stock"
CSIQ,Canadian Solar Inc. - common shares
CSJ,iShares 1-3 Year Credit Bond ETF
CSL,Carlisle Companies Incorporated Common Stock
CSLS,Credit Suisse Long Short Liquid Index ETN
CSLT,"Castlight Health, Inc. Class B Common Stock"
CSM,ProShares Large Cap Core Plus
CSMA,"Credit Suisse AG ETN due October 6, 2020 linked to Credit Suisse Merger Arbitrage Liquid Index"
CSMB,"Credit Suisse Exchange Trade Notes due March 13, 2031 linked on a Leveraged Basis to the Credit Suisse Merger Arbitrage Liquid Index"
CSMN,"Market Neutral Global Equity ETN Linked to the HS Market Neutral Index Powered by HOLT due September 15, 2031"
CSOD,"Cornerstone OnDemand, Inc. - Common Stock"
CSP,American Strategic Income Portfolio III Common Stock
CSPI,CSP Inc. - Common Stock
CSQ,Calamos Strategic Total Return Fund - Common Stock
CSRE,CSR plc - ADS
CSS,"CSS Industries, Inc. Common Stock"
CST,"CST Brands, Inc. Common Stock"
CSTE,CaesarStone Sdot-Yam Ltd. - Ordinary Shares
CSTM,Constellium N.V. Ordinary Shares
CSU,Capital Senior Living Corporation Common Stock
CSUN,"China Sunergy Co., Ltd. - American Depositary Shares, each representing 18 ordinary shares"
CSV,"Carriage Services, Inc. Common Stock"
CSWC,Capital Southwest Corporation - Common Stock
CSX,CSX Corporation Common Stock
CTAS,Cintas Corporation - Common Stock
CTB,Cooper Tire & Rubber Company Common Stock
CTBI,"Community Trust Bancorp, Inc. - Common Stock"
CTC,IFM Investments Limited
CTCM,"CTC Media, Inc. - Common Stock"
CTCT,"Constant Contact, Inc. - Common Stock"
CTF,Nuveen Long/Short Commodity Total Return Fund Common Units of Beneficial Interest
CTG,"Computer Task Group, Incorporated - Common Stock"
CTHR,Charles & Colvard Ltd - Common Stock
CTIB,CTI Industries Corporation - Common Stock
CTIC,"Cell Therapeutics, Inc. - Common Stock"
CTL,"CenturyLink, Inc. Common Stock"
CTNN,iPath Pure Beta Cotton ETN
CTP,CTPartners Executive Search Inc. Common Stock
CTQ,Qwest Corporation 7.375% Notes due 2051
CTR,ClearBridge Energy MLP Total Return Fund Inc. Common Stock
CTRL,Control4 Corporation - Common Stock
CTRN,"Citi Trends, Inc. - Common Stock"
CTRP,"Ctrip.com International, Ltd. - American Depositary Shares"
CTRX,Catamaran Corporation - Common Stock
CTS,CTS Corporation Common Stock
CTSH,Cognizant Technology Solutions Corporation - Class A Common Stock
CTT,"CatchMark Timber Trust, Inc. Class A Common Stock"
CTU,Qwest Corporation 7.00% Notes due 2025
CTW,Qwest Corporation 7.50% Notes due 2051
CTWS,"Connecticut Water Service, Inc. - Common Stock"
CTX,Qwest Corporation 7.00% Notes due 2052
CTXS,"Citrix Systems, Inc. - Common Stock"
CTY,Qwest Corporation 6.125% Notes due 2053
CU,First Trust ISE Global Copper Index Fund
CUB,Cubic Corporation Common Stock
CUBA,"The Herzfeld Caribbean Basin Fund, Inc. - Closed End FUnd"
CUBE,CubeSmart Common Shares
CUBI,"Customers Bancorp, Inc - Common Stock"
CUDA,"Barracuda Networks, Inc. Common Stock"
CUI,"CUI Global, Inc. - Common Stock"
CUK,Carnival Plc ADS ADS
CUNB,CU Bancorp (CA) - Common Stock
CUO,Continental Materials Corporation Common Stock
CUPM,iPath Pure Beta Copper ETN
CUR,"Neuralstem, Inc. Common Stock"
CURE,Direxion Daily Healthcare Bull 3X Shares
CUT,Guggenheim Timber ETF
CUTR,"Cutera, Inc. - Common Stock"
CUZ,Cousins Properties Incorporated Common Stock
CVA,Covanta Holding Corporation Common Stock
CVB,"Lehman ABS Corporation 7.75% Corp Backed Tr Ctfs, Kinder Morgan Debenture-Backed  series 2002-6"
CVBF,CVB Financial Corporation - Common Stock
CVC,Cablevision Systems Corporation Class A Common Stock
CVCO,"Cavco Industries, Inc. - Common Stock"
CVCY,Central Valley Community Bancorp - Common Stock
CVD,Covance Inc. Common Stock
CVE,Cenovus Energy Inc Common Stock
CVG,Convergys Corporation Common Stock
CVGI,"Commercial Vehicle Group, Inc. - Common Stock"
CVGW,"Calavo Growers, Inc. - Common Stock"
CVI,CVR Energy Inc. Common Stock
CVLT,"CommVault Systems, Inc. - Common Stock"
CVLY,"Codorus Valley Bancorp, Inc - Common Stock"
CVO,Cenveo Inc
CVOL,C Tracks Exchange Traded Notes Based on the Performance of the Citi Volatility Index Total Return Fund
CVR,Chicago Rivet & Machine Co. Common Stock
CVRR,"CVR Refining, LP Common Units Representing Limited Partner Interests"
CVS,CVS Caremark Corporation Common Stock
CVT,"CVENT, INC. Common Stock"
CVTI,"Covenant Transportation Group, Inc. - Class A Common Stock"
CVU,"CPI Aerostructures, Inc. Common Stock"
CVV,CVD Equipment Corporation - Common Stock
CVX,Chevron Corporation Common Stock
CVY,Guggenheim Multi-Asset Income ETF
CW,Curtiss-Wright Corporation Common Stock
CWAY,"Coastway Bancorp, Inc. - Common Stock"
CWB,SPDR Barclays Convertible Securities ETF
CWBC,Community West Bancshares - Common Stock
CWCO,Consolidated Water Co. Ltd. - Ordinary Shares
CWEI,"Clayton Williams Energy, Inc. Common Stock"
CWH,CommonWealth Reit
CWHN,"CommonWealth REIT 7.50% Senior Notes due November 15, 2019"
CWHO,CommonWealth REIT 5.75% Senior Notes due 2042
CWI,SPDR MSCI ACWI ex-US ETF
CWST,"Casella Waste Systems, Inc. - Class A Common Stock"
CWT,California Water Service Group Common Stock
CWTR,"Coldwater Creek, Inc. - Common Stock"
CWZ,Lehman ABS Corporation Common Stock: Corporate-Backed Trust Certificates-CorTs Series 2001-27 Issued by Royal Caribbean
CX,"Cemex, S.A.B. de C.V. Sponsored ADR"
CXA,SPDR Nuveen Barclays California Municipal Bond ETF
CXDC,China XD Plastics Company Limited - Common Stock
CXE,MFS High Income Municipal Trust Common Stock
CXH,MFS Investment Grade Municipal Trust Common Stock
CXO,Concho Resources Inc. Common Stock
CXP,"Columbia Property Trust, Inc. Common Stock"
CXW,Corrections Corporation of America Common Stock
CY,Cypress Semiconductor Corporation - Common Stock
CYAN,Cyanotech Corporation - Common Stock
CYB,WisdomTree Chinese Yuan Strategy Fund
CYBE,CyberOptics Corporation - Common Stock
CYBX,"Cyberonics, Inc. - Common Stock"
CYCC,"Cyclacel Pharmaceuticals, Inc. - Common Stock"
CYD,China Yuchai International Limited Common Stock
CYH,"Community Health Systems, Inc. Common Stock"
CYN,City National Corporation Common Stock
CYNI,"Cyan, Inc. Common Stock"
CYNO,"Cynosure, Inc. - Class A Common Stock"
CYOU,"Changyou.com Limited - American Depositary Shares, each representing two Class A ordinary shares"
CYRN,CYREN Ltd. - Ordinary Shares
CYS,"CYS Investments, Inc. Common Stock"
CYT,Cytec Industries Inc. Common Stock
CYTK,"Cytokinetics, Incorporated - Common Stock"
CYTR,CytRx Corporation - Common Stock
CYTX,Cytori Therapeutics Inc - Common Stock
CZA,Guggenheim Mid-Cap Core ETF
CZFC,Citizens First Corporation - Common Stock
CZNC,Citizens & Northern Corp - Common Stock
CZR,Caesars Entertainment Corporation - Common Stock
CZWI,"Citizens Community Bancorp, Inc. - Common Stock"
CZZ,Cosan Limited Class A Common Stock
D,"Dominion Resources, Inc. Common Stock"
DAC,Danaos Corporation Common Stock
DAEG,Daegis Inc - Common Stock
DAG,DB Agriculture Double Long ETN DB Agriculture Double Long ETN
DAIO,Data I/O Corporation - Common Stock
DAKT,"Daktronics, Inc. - Common Stock"
DAL,"Delta Air Lines, Inc. Common Stock"
DAN,Dana Holding Corporation Common Stock When-Issued
DANG,"E-Commerce China Dangdang Inc. American Depositary Shares, each representing five Class A common shares"
DAR,Darling International Inc. Common Stock
DARA,"DARA Biosciences, Inc. - Common Stock"
DATA,"Tableau Software, Inc. Class A Common Stock"
DATE,Jiayuan.com International Ltd. - American Depositary Shares
DAVE,"Famous Dave's of America, Inc. - Common Stock"
DB,Deutsche Bank AG Common Stock
DBA,PowerShares DB Agriculture Fund
DBAP,db X-Trackers MSCI AC Asia Pacific ex Japan Hedged Equity Fund
DBAW,db X-trackers MSCI All World ex US Hedged Equity Fund
DBB,PowerShares DB Base Metals Fund
DBBR,db-X trackers MSCI Brazil Hedged Equity Fund
DBC,PowerShares DB Commodity Index Trac
DBD,"Diebold, Incorporated Common Stock"
DBE,PowerShares DB Energy Fund
DBEF,db-X trackers MSCI EAFE Hedged Equity Fund
DBEM,db-X trackers MSCI Emerging Markets Hedged Equity Fund
DBEU,db X-Trackers MSCI Europe Hedged Equity Fund
DBGR,db-X trackers MSCI Germany Hedged Equity Fund
DBIZ,AdvisorShares Pring Turner Business Cycle ETF
DBJP,db-X trackers MSCI Japan Hedged Equity Fund
DBKO,db X-trackers MSCI South Korea Hedged Equity Fund
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest
DBLE,Double Eagle Petroleum Company - Common Stock
DBMX,db X-trackers MSCI Mexico Hedged Equity Fund
DBO,PowerShares DB Oil Fund
DBP,PowerShares DB Precious Metals Fund
DBS,PowerShares DB Silver Fund
DBU,WisdomTree Global ex-US Utility IndexInternational Utilities Sector Fund
DBUK,db X-Trackers MSCI United Kingdom Hedged Equity Fund
DBV,PowerShares DB G10 Currency Harvest
DCA,Virtus Total Return Fund
DCI,"Donaldson Company, Inc. Common Stock"
DCIN,Digital Cinema Destinations Corp. - Class A Common Stock
DCIX,Diana Containerships Inc. - Common Shares
DCM,"NTT DOCOMO, Inc American Depositary Shares"
DCNG,iPath Seasonal Natural Gas ETN
DCO,Ducommun Incorporated Common Stock
DCOM,"Dime Community Bancshares, Inc. - Common Stock"
DCT,DCT Industrial Trust Inc Common Stock
DCTH,"Delcath Systems, Inc. - Common Stock"
DCUA,"Dominion Resources, Inc. Corporate Unit 2013 Series A"
DCUB,"Dominion Resources, Inc. Corporate Unit 2013 Series B"
DD,E.I. du Pont de Nemours and Company Common Stock
DDC,Dominion Diamond Corporation Common Stock
DDD,3D Systems Corporation Common Stock
DDE,Dover Downs Gaming & Entertainment Inc Common Stock
DDF,"Delaware Investments Dividend & Income Fund, Inc. Common Stock"
DDG,ProShares Short Oil & Gas
DDM,ProShares Ultra Dow30
DDP,DB Commodity DB Commodity Short ETN
DDR,DDR Corp. Common Stock
DDS,"Dillard's, Inc. Common Stock"
DDT,Dillard's Capital Trust I
DE,Deere & Company Common Stock
DECK,Deckers Outdoor Corporation - Common Stock
DEE,DB Commodity DB Commodity Double Short ETN
DEF,Guggenheim Defensive Equity ETF
DEFL,PowerShares DB US Deflation ETN
DEG,"Etablissements Delhaize Freres et Cie ""Le Lion"" S.A. Common Stock"
DEI,"Douglas Emmett, Inc. Common Stock"
